Kategori,Baslik,Sikayet_Metni,Link
Telefon,TeknosaKuşadası’nda Telefon Fiyatı Online Ücretinden 2.000 TL Daha Yüksek,"24.12.2025 tarihinde TeknosaKuşadasışubesinecep telefonusatın almak amacıyla gittim. Mağazada önce başka bir model üzerinde dururken, satın alma sürecinin sonunda faturada da yer aldığı şekliyle farklı bir model telefonu satın aldım ve ürün tarafıma teslim edildi.Daha sonra yaptığım kontrolde, satın aldığım aynı marka ve aynı model telefonun Teknosa’nın resmiinternet sitesinde 6.300 TL’ye satıldığını gördüm. Mağazada ise aynı ürün için 8.500 TL ödemiş bulunmaktayım. Faturada ürün modeli doğru görünmekle birlikte, aynı ürün için yaklaşık 2.000 TL’lik fiyat farkı olması, tüketici olarak beni ciddi şekilde mağdur etmiştir.Tarafıma bu fiyat farkının iade edilmesini veya en azından makul ve adil bir çözüm sunulmasını talep ediyorum. İşleminize ilişkin fatura numaram FMU2025000004517’dir. Konunun incelenerek tarafıma dönüş yapılmasını rica ederim.",https://www.sikayetvar.com/teknosa/teknosa-kusadasinda-telefon-fiyati-online-ucretinden-2000-tl-daha-yuksek
Telefon,Kasiyerin Reddetmesi Ve Giyim Bölümünde Yardım Eksikliği,"24.12.2025 tarihinde saat 18.27 civarında Kocaeli Yenikent Mopaş şubesinde yaşadığım bir durumu paylaşmak istiyorum. Kasada ödeme yaparken kasa aslında aktif olmasına rağmen, kasiyer “Çıkıyorum, alamam” diyerek işlemi yapmak istemedi. Nedenini sorduğumda, “İstediğinizi geçirdiniz, yapacak bir şey yok” şeklinde cevap verdi ve bu esnada mimikleriyle de oldukça rahatsız edici bir tavır sergiledi. Bunun üzerine kendisine surat yapmasına gerek olmadığını söyledim. Diğer kasadaki bayanın da çalışmadığını söyleyerek konuyu kapatmaya çalıştı. Çalışmıyorsa neden kasada oturduğunu sorduğumda ise herhangi bir açıklama yapılmadı. Bu sırada kuyruk uzadı, sonra müdür yardımcısına ulaşmaya çalıştılar, ofisten açan olmayınca özel cep telefonu üzerinden iletişim sağlandı.Ayrıca giyim bölümünde iki adet erkek polar ürün almak istedik, kasaya getirdiğimizde ürünlerde etiket olmadığı için aynı kasiyer bu defa da “Etiket yok, satamam” dedi. Giyim bölümünde ilgilenen kimse yoktu, oradaki bayan personeller kendi aralarında sohbet hâlindeydi. Bu durum mağazada sıkça karşılaştığım bir tablo; giyim bölümünde çalışanlar sürekli kendi aralarında sohbet ediyor, müşteri ürünleri büyük ölçüde kendi imkanlarıyla bulmak zorunda kalıyor ve kimse yardımcı olmak için zahmet etmiyor.Hem kasadaki kasiyerin tavrından hem de giyim bölümündeki ilgisizlikten dolayı kendimi müşteri olarak değersiz hissettim. Kasada görevli personele gerekli uyarının yapılmasını, giyim bölümündeki çalışanların da müşteriye karşı daha ilgili ve yardımsever olmaları için yönlendirilmesini talep ediyorum. Reyhan olarak bu yaşananların dikkate alınmasını ve benzer durumların tekrar etmemesi için gereken adımların atılmasını rica ederim.",https://www.sikayetvar.com/mopas-hipermarket/kasiyerin-reddetmesi-ve-giyim-bolumunde-yardim-eksikligi
Telefon,Bilinmeyen Numaradan Kişisel Bilgilerimle Yanıltıcı Mesaj Gönderildi,"24.12.2025 tarihinde saat 18:00 civarında, eşimin telefonuna “Sn. Serkan Y***, uzlaşma dosyanızın son onay günüdür, cezai işlemle karşılaşmamak için arayınız, Ş*** Hukuk Bürosu: 0212 908 03 **” şeklinde bir SMS iletilmiştir. Mesaj eşimin numarasına gönderilmesine rağmen, içerikte açıkça benim adım ve soyadım yazmaktadır. Ben ise tüm resmi ve finansal işlemlerimde kendi kullandığım cep telefonu numarasını beyan ediyorum.Bu mesaj sonrası belirtilen numarayı aradım; ancak hiçbir şekilde telefona cevap verilmedi. Ardından e-Devlet ve UYAP üzerinden detaylı kontrol yaptım ve adıma kayıtlı herhangi bir ceza dosyası, uzlaşma dosyası, tebligat ya da benzeri bir işlem kaydına rastlamadım. Buna rağmen, “son işlem” veya “son onay günü” ibaresiyle, cezai işlem tehdidi içeren böyle bir mesaj gönderilmesini son derece şüpheli ve yanıltıcı buluyorum.Bu numara, bu hukuk bürosu veya bu numarayla bağlantılı herhangi bir kişi ya da kurum tarafından adıma yapılmış veya yapılacak hiçbir suçlamayı, hesap açılışını, kredi veya finansal başvuruyu, para transferini, kumar/bahis işlemini, alım‑satımı, devir ve kefalet işlemlerini kesinlikle onaylamıyorum ve hiçbir sorumluluk kabul etmiyorum. Şahsi ıslak imzam ve açık sözlü beyanım olmadan adıma yapılacak hiçbir işlemi kabul etmiyorum.Adıma herhangi bir ceza veya uzlaşma dosyası bulunmadığı halde, bu içerikte mesaj gönderilmesini kabul etmiyor, bu durumu kişisel bilgilerimin kötüye kullanılma ihtimali ve hile şüphesi olarak değerlendiriyorum. Ş** Hukuk Bürosu ismini ve 0212 908 03 ** numaralı hattı kullanan kişi veya kurumların incelenmesini, gerekli görülürse hile ve kişisel verilerin hukuka aykırı kullanımı yönünden araştırma yapılmasını ve bu tür mesajların tarafıma ve eşime tekrar gönderilmemesini talep ediyorum.İlgili kurum ve mercilerin, bu şikayeti ileride doğabilecek uyuşmazlık ve mağduriyetler açısından bilgi mahiyetinde dikkate almasını, adım kullanılarak gerçekleştirilebilecek her türlü usulsüz işleme karşı beyanımın kayıt altına alınmasını istiyorum.",https://www.sikayetvar.com/dava-icra-sms-dolandiriciligi/bilinmeyen-numaradan-kisisel-bilgilerimle-yaniltici-mesaj-gonderildi
Telefon,Taahhüt Durumu Yanlış Gösterildiği İçin Haksız Yüksek Fatura Ve Müşteri Hizmetlerinin İlgisiz Tutumu,"Türk Telekom faturalı cep telefonu hattımın taahhüdümobil uygulamaüzerinde hâlâ devam ediyor olarak görünmesine rağmen son iki ayda faturalarım yüksek gelmektedir. Müşteri hizmetlerini aradığımda ise uygulamada taahhütlü görünmesine rağmen taahhüdümün bittiğini ve bu nedenle faturamın yüksek geldiğini söylüyorlar.Müşteri hizmetleri, durumu kanıtlamak için uygulamada hâlâ taahhütlü göründüğüne dair ekran görüntüsünü e‑posta ile göndermemi istedi. İstedikleri gibi e‑posta gönderiyorum ancak her seferinde “e‑postanız gelmedi” denilerek işlem yapılmıyor. Telefonda beklerken “o zaman e‑posta gelene kadar hatta bekleyin” dememe rağmen, görüşmeyi sonlandırıp yüzüme telefon kapatıldığı da oldu. 553 552 xx xx numaralı hattımla ilgili iki‑üç kez müşteri hizmetleriyle görüştüm; en son 24 Aralık 2025 saat 17:34’te aramama rağmen hiçbir çözüm sunulmadı.Mobil uygulamada taahhüdüm devam ediyor görünmesine rağmen taahhüdüm bitmiş gibi yüksek fatura çıkarılmasından ve müşteri hizmetlerinin ilgisiz, sorumsuz tavrından şikayetçiyim. Haksız yere yüksek tutarda çıkarılan son iki aylık faturamın taahhüt koşullarıma göre düzeltilmesini ve gerekli düzeltmeler yapıldıktan sonra hattımı başka operatöre taşımak için tarafıma engel oluşturulmadan sürecin netleştirilmesini talep ediyorum.",https://www.sikayetvar.com/turk-telekom/taahhut-durumu-yanlis-gosterildigi-icin-haksiz-yuksek-fatura-ve-musteri-hizmetlerinin-ilgisiz-tutumu
Telefon,Altyapı Kurulmazken Bilgi Eksikliği Ve Yüksek Fatura,"Türk Telekomünikasyon Anonim Şirketi’ne, İstanbul Üsküdar Cumhuriyet Mahallesi Özek Sokak No:2 Daire:8 adresindeki evim için 04.12.2025 tarihinde sabit internet başvurusu yaptım. Ancak adresimde internet altyapısı bulunmadığı gerekçesiyle sadece ön başvuru alınarak süreç başlatıldı. Apartmanda ilk başvurunun 01.10.2025 tarihinde yapılmasına rağmen aradan aylar geçmesine karşın binamızda hâlâ hiçbir altyapı çalışması yapılmadı ve süreçle ilgili net bir bilgiye ulaşamadım.Ön başvuru numaram 7187938781’dir. Başvurumun ardından hem online kanallar hem demüşteri hizmetleriüzerinden bilgi almaya çalıştım, ancak müşteri hizmetleri yalnızca online başvuru sayfasına yönlendirip bunun dışında herhangi bir çözüm sunmadı. Altyapı kurulumu süreciyle ilgili muhatap bulamıyor, başvurumun ne aşamada olduğu konusunda net ve yazılı bir bilgilendirme alamıyorum.Bu süreçte evde sabit internet kullanamadığım için cep telefonu hattım üzerinden ek internet paketleri almak zorunda kaldım. Normalde yaklaşık 400 TL civarında gelenmobilfaturam, ek internet kullanımı nedeniyle yaklaşık dört katına çıkarak ciddi bir maddi yük oluşturdu.Adresimde ivedilikle internet altyapısının kurulmasını, ön başvuru numaram üzerinden başvuru sürecimin tamamlanmasını ve tarafıma süreçle ilgili açık, net bir bilgilendirme yapılmasını talep ediyorum.",https://www.sikayetvar.com/turk-telekom/altyapi-kurulmazken-bilgi-eksikligi-ve-yuksek-fatura
Telefon,Mevcut Müşteriye Adaletsiz Teklif: Yeni Müşterilerle Aynı Fiyata Daha Fazla İnternet,"Uzun süredir Vodafone faturalı cep telefonu hattı kullanıyorum. Kontrat sürem bitmek üzereyken hattıma sunulan yeni tekliflerin mevcut ve yeni müşteri ayrımı açısından son derece adaletsiz olduğunu düşünüyorum.Şu anda 10 GB internet içeren paketim için aylık yaklaşık 200 TL ödüyorum. Buna rağmen, Vodafone’a yeni geçen müşterilere 20 GB internetli paketin yine 200 TL civarında fiyatla sunulduğunu görüyorum. Mevcut bir müşteri olarak aynı veya benzer avantajlı fiyatlardan yararlanamamak beni hem mağdur ediyor hem de müşteri olarak değersiz hissettiriyor.Hattımın numarası 5302**3204’tür. Kontratım bitme aşamasındayken bana da yeni gelen müşterilerle benzer seviyede, makul ve rekabetçi bir teklif sunulmasını, uzun süredir Vodafone kullanıcısı olmamın dezavantaj değil avantaj olarak değerlendirilmesini talep ediyorum.",https://www.sikayetvar.com/vodafone/mevcut-musteriye-adaletsiz-teklif-yeni-musterilerle-ayni-fiyata-daha-fazla-internet
Telefon,Aktif Bank’tan Gelen İzinsiz SMS Ve Kişisel Veri Kullanımı Şikayeti,"24.12.2025 tarihinde saat 17:15 civarında cep telefonuma Aktif Bank isimli göndericiden, “Değerli Müşterimiz, hesap güvenliğinizin korunması adına, banka hesaplarının üçüncü kişiler tarafından kullanılmasının yasal yaptırımları olabileceğini hatırlatmak isteriz…” şeklinde başlayan ve sonunda “www.aktifbank.com.tr/form m:0225013653700015 b002” ibaresi bulunan bir SMS aldım.Aktif Bank’ta ne bir hesabım, ne kredi kartım, ne kredim, ne de yapılmış herhangi bir başvurum bulunmamaktadır. Bankanın hiçbir şubesine gitmedim, online başvuru yapmadım ve banka ile kampanya, çekiliş vb. herhangi bir temasım da olmadı. Buna rağmen bana “müşteri” sıfatıyla güvenlik uyarısı niteliğinde SMS gönderilmesi, kişisel verilerimin izinsiz ve bilgim dışında kullanıldığı şüphesini ciddi şekilde doğurmaktadır. Söz konusu SMS, kendi adıma kayıtlı olan kişisel hattıma gelmiştir.Aktif Bank’ın kişisel verilerimi, özellikle cep telefonu numaramı, hangi kaynaktan ve hangi hukuki dayanakla elde ettiğini ve ne amaçla kullandığını açık, anlaşılır ve yazılı olarak tarafıma bildirmesini talep ediyorum. Eğer adım veya bilgilerim kullanılarak herhangi bir hesap, başvuru ya da işlem oluşturulduysa bunların derhal iptal edilmesini, böyle bir durum yoksa da kişisel verilerimin bankanın tüm sistemlerinden silinmesini ve yapılan tüm işlemlerle ilgili tarafıma resmi bilgilendirme yapılmasını istiyorum.Bu durum nedeniyle, bundan sonra Aktif Bank üzerinden adım veya bilgilerim kullanılarak yapılabilecek herhangi bir hesap açılışı, kredi, kredi kartı ya da benzeri finansal işlemden sorumlu tutulmak istemediğimi açıkça beyan ediyorum. Konunun acilen ve ciddiyetle incelenmesini, kişisel verilerimle ilgili sürecin tüm detaylarıyla tarafıma açıklanmasını ve gerekli yazılı cevabın en kısa sürede iletilmesini bekliyorum.",https://www.sikayetvar.com/aktif-bank/aktif-banktan-gelen-izinsiz-sms-ve-kisisel-veri-kullanimi-sikayeti
Telefon,EasyCepİade Sürecinin 27 Günlük Gecikmesi Ve Açıklama Talebi,"22 Kasım 2025’te Easy Cep Marmara Park şubesinden iPhone 13 model telefonu yaklaşık 38.199 TL ödeyerek Maximum kredi kartımla 3 taksit şeklinde satın aldım. Telefonun performansından memnun kalmadığım için ertesi gün yani 24 Kasım’da mağazaya gidip iade ettim. İade süreci başta hızlı ilerledi, 28 Kasım’da iademin onaylandığına dair bir SMS aldım ve mesajda tutarın 7–14 gün içinde hesabıma geçeceği yazıyordu.Ancak o günden bu yana param hâlâ kartıma iade edilmedi. Müşteri hizmetlerini defalarca telefonla aradım, her seferinde finans bölümünde yoğunluk olduğu söylenip geçiştirildim. Aldığım Marmara Park şubesini aradığımda ise mail attıklarını, süreci takip ettiklerini belirttiler fakat somut hiçbir adım atılmadı. Telefonu çoktan teslim ettim, elimde cihaz yok ama ödediğim 38.199 TL hâlâ tarafıma yatırılmadı. Toplamda 27 gündür bu para adeta kasalarında haksız yere tutulmuş, durumdadır.Hem mağdur ediliyorum hem de ciddi bir tutar ortada olmasına rağmen belirsizlik yaşıyorum. Paramın, onaylanan iade sürecine uygun şekilde, hiçbir ek oyalama olmadan acilen kredi kartıma yatırılmasını ve yaşanan gecikmenin tarafıma açıklanmasını talep ediyorum.",https://www.sikayetvar.com/easycep/easycep-iade-surecinin-27-gunluk-gecikmesi-ve-aciklama-talebi
Telefon,TrendyolŞüpheli Apple Telefonu Ve Kesici Alet İçeren Ürün İçin İade Süreci Gecikiyor!,"Trendyol üzerinden Trendyol satıcısından Apple iPhone 13 128 GB Yıldız Işığı cep telefonu satın aldım. Gelen ürünün orijinal olmadığını, çakma bir telefon olduğunu gördüm. Dahası, kutunun içinden kesici bir alet çıktı, bu durum beni hem güvenlik hem de ürünün güvenilirliği açısından son derece tedirgin etti.12 Aralık tarihinde verdiğim bu sipariş için Trendyol üzerinden hemen iade talebi oluşturdum ve yaşadığım sorunu detaylıca anlatarak ürünü kargo ile kendilerine gönderdim. Buna rağmen iade süreci bir türlü ilerlemiyor ve tarafıma herhangi bir net dönüş yapılmıyor.Ürünü aldığımda ödediğim tutar yaklaşık 34.000 TL idi, şu an aynı ürünün fiyatı 35.500 TL seviyesine çıktı. İadenin yapılmadığı her gün bu fark daha da artıyor. Orijinal olmayan, kutusundan kesici alet çıkan bu ürünün iade sürecinin acilen tamamlanmasını ve ödediğim ücretin en kısa sürede tarafıma geri ödenmesini talep ediyorum. Yaşadığım bu mağduriyetin hızlı şekilde giderilmesini bekliyorum.",https://www.sikayetvar.com/trendyol/trendyol-supheli-apple-telefonu-ve-kesici-alet-iceren-urun-icin-iade-sureci-gecikiyor
Telefon,Hukuk İddiası Yapan Sahte SMS Ve Kişisel Verinin İzinsiz Kullanımı,"24.12.2025 tarihinde saat 16:00 civarında 0505 471 **** numaralı hattan “B*** Hukuk” adına, adım kullanılarak hakkımda dava açılmış izlenimi veren ve geri arama talep eden bir SMS aldım. Benim herhangi bir davam, icra takibim ya da bir hukuk bürosu ile yürüyen dosyam bulunmamaktadır; bu nedenle mesajın tamamen hile amaçlı ve yanıltıcı olduğunu düşünüyorum.Benim açık rızam olmadan kişisel cep telefonu numarama bu şekilde tehdit ve korku yaratmaya yönelik mesajlar gönderilmesini kabul etmiyorum. Numaramın nereden ve hangi yolla alındığını bilmek ve izinsiz olarak bilgilerimin kullanılmasına ilişkin gerekli incelemenin yapılmasını talep ediyorum.Bu numaranın ve bu içerikteki mesajların derhal engellenmesini, kişisel telefon numaramın veri kayıtlarından silinmesini ve tarafıma bir daha bu tür mesaj gönderilmemesini istiyorum. Ayrıca bu tarz mesajlarla insanları korkutarak geri aramaya yönlendiren bu uygulama hakkında gerekli hukuki ve idari işlemlerin başlatılmasını talep ediyorum.",https://www.sikayetvar.com/dava-icra-sms-dolandiriciligi/hukuk-iddiasi-yapan-sahte-sms-ve-kisisel-verinin-izinsiz-kullanimi
Telefon,INGBank’tan Sahte SMS Uyarısı Ve Güvenlik Korkusu,"ING Bank ’tan, hiçbir şekilde müşterileri olmadığım ve bu bankada herhangi bir hesabım bulunmadığı halde, şahsi ceptelefonu numarama SMS gelmektedir. Mesajda, sonu 4245 ile biten bir banka kartım olduğu ve bu kartın belirli bir tarihte kapatılacağı belirtilmektedir. Oysa ING Bank ’ta adım üzerine açılmış herhangi bir hesap, kart veya üyelik bulunmamaktadır.Bu mesajı geçen hafta cuma günü aldım. Bankaya hiçbir zaman numaramı vermedim, buna rağmen kendi müşterileriymişim gibi bilgilendirme mesajı gelmesi hem rahatsız edici hem de güvenlik açısından endişe vericidir.Müşteri hizmetlerine ulaşmaya çalıştığımda, tarafıma ait herhangi bir üyelik kaydı bulunmadığı için menülere erişemedim ve yetkili birine bağlanamadım. Bu nedenle bu kanaldan başvuru yapmak zorunda kaldım.ING Bank ’ın, cep telefonu numaramı sistemlerinden tamamen silmesini, numaramla ilişkilendirilmiş olası yanlış müşteri kaydının düzeltilmesini ve bundan sonra hiçbir şekilde SMS gönderilmemesini talep ediyorum.",https://www.sikayetvar.com/ing/ing-banktan-sahte-sms-uyarisi-ve-guvenlik-korkusu
Telefon,İş Bankası’ndan Müşteri Olmadığım Telefonuma Yasa Dışı Bahis Uyarısı SMS’i Geldi,"Türkiye İş Bankası’ndan, hiçbir şekilde müşterileri olmadığım ve bu bankada herhangi bir hesabım bulunmadığı halde, şahsi cep telefonu numarama SMS geldi. Gönderilen mesajda yasa dışı bahisle ilgili bildirim ve uyarı yer almaktaydı. Ancak İş Bankası’nda adıma kayıtlı herhangi bir hesap, kart veya üyelik bulunmamaktadır.Bu mesajı bugün ve sadece bir kez aldım. Buna rağmen, bankayla hiçbir müşteri ilişkim olmamasına karşın hattıma bu tür içerikte mesaj gelmesi hem rahatsız edici hem de güvenlik ve kişisel veri açısından endişe vericidir.Müşteri hizmetlerine ulaşmaya çalıştığımda, sistemde bana ait herhangi bir üyelik kaydı bulunmadığı için menülere erişemedim ve yetkili birine bağlanamadım. Bu nedenle bu kanaldan başvuru yapma gereği duydum.Türkiye İş Bankası’nın, cep telefonu numaramı sistemlerinden tamamen silmesini, numaramla ilişkilendirilmiş olası yanlış kaydın düzeltilmesini ve bundan sonra bu numaraya hiçbir şekilde yasa dışı bahisle ilgili ya da benzeri içerikte SMS gönderilmemesini talep ediyorum.",https://www.sikayetvar.com/is-bankasi/is-bankasindan-musteri-olmadigim-telefonuma-yasa-disi-bahis-uyarisi-smsi-geldi
Telefon,Başkent Sertifika Merkeziİzinsiz Kişisel Veri Kullanımı Ve Avukata Verme Tehdidi,"Instagram’da “112 acil serviste müşteri temsilcisi olarak çalışmak ister misiniz? ” başlıklı bir reklam üzerinden Başkent Sertifika Merkezi adlı bir yapıyla karşılaştım. Reklamdaki linke tıkladıktan sonra 23.11.2025 tarihinde saat 5 civarında bu kurum tarafından arandım. Görüşme sırasında benden doğum tarihim, cep telefonu numaram ve T. C. Kimlik numaram istendi, işe alım süreci olduğunu düşünerek bu bilgileri paylaştım.Karşı taraf, 4000 TL ödeme yapmam gerektiğini, bu ödeme sonrası sertifika verileceğini ve ardından işe başlayacağımı söyledi. Ancak beni aradıklarında sadece olayın içeriğini anlattıkları ilk konuşmada herhangi bir onay vermedim, kendileri beni ertesi gün tekrar arayacaklarını, ertesi günden sonra ödemeyi yapacağımı ve sertifikanın ertesi gün hazırlanacağını söylediler. Konuşmanın hemen ardından bu sertifikayı ve süreci istemediğimi WhatsApp üzerinden yazılı ve net bir şekilde reddettim, hiçbir ödeme yapmadım ve süreci kabul etmediğimi açıkça belirttim.Reddetmeme rağmen bu görüşmenin onlar için hukuken geçerli bir delil olduğunu, hiçbir açık onayım olmamasına rağmen hukuken kendilerinin haklı olduğunu ve benim onay vermiş sayılacağımı iddia ediyorlar. Ben bunun böyle olmadığını biliyorum, herhangi bir ıslak imzam, yazılı sözleşmem veya açık onayım yoktur. Buna rağmen psikolojik baskı kurmaya, beni “avukata verilecek”, “sertifikayı kesin almak zorundasınız” gibi söylemlerle korkutmaya çalışıyorlar. İki gündür bilgilerimin silinmesini, sertifika almak istemediğimi ve bu süreçten vazgeçtiğimi defalarca söylememe rağmen, bilgilerimi silmediklerini ve avukata verileceğimi beyan etmeye devam ediyorlar.Bu yaklaşım ve ısrarcı tavırları nedeniyle kişisel verilerimi paylaşmış olmaktan son derece rahatsız olduğumu ve psikolojik olarak baskı altında hissettiğimi belirtmek istiyorum. Ben bu süreçte hiçbir geçerli onay vermediğimi, ücret ödemesi yapmadığımı ve tüm süreci yazılı olarak reddettiğimi iletişim kayıtlarıyla gösterebilirim. Kişisel verilerimin derhal silinmesini, hakkımda “avukata verme” benzeri baskı ve korkutma içeren ifadelerin tamamen son bulmasını ve bu tür rahatsız edici aramaların durdurulmasını talep ediyorum.",https://www.sikayetvar.com/baskent-sertifika-merkezi/baskent-sertifika-merkezi-izinsiz-kisisel-veri-kullanimi-ve-avukata-verme-tehdidi
Telefon,Cep Telefonu Blokajı Nedeniyle Dijital Hesaba Erişim Engellendi,"Hayat Finans’ta bulunan hesabımla ilişkili cep telefonu numarama 17.12.2025 tarihinden beri blokaj uygulanıyor ve yaklaşık bir haftadır dijital hesabıma giriş yapamıyorum. Hesabımı kullanamadığım için tüm dijital bankacılık işlemlerim aksadı.Bu süre içinde defalarca müşteri hizmetleri ile görüştüm ancak her seferinde sadece inceleme yapıldığı söyleniyor, somut bir çözüm ya da net bir tarih verilmiyor. Sürekli ertelenmekten ve belirsizlikten çok rahatsızım.Cep telefonu numaram üzerindeki blokajın acilen kaldırılmasını ve dijital hesabıma tekrar sorunsuz şekilde giriş yapabilmeyi talep ediyorum. Gecikmenin gerekçesi ve yapılan işlemle ilgili de tarafıma açık ve net bir bilgilendirme yapılmasını istiyorum.",https://www.sikayetvar.com/hayat-finans/cep-telefonu-blokaji-nedeniyle-dijital-hesaba-erisim-engellendi
Telefon,Samsung S24 Ultra Yerine Powerbank Gelen Müşteri Mağduriyeti,"Hepsiburada üzerinden Teknosa satıcısından 29.11.2025 tarihinde Samsung s24 Ultracep telefonusatın aldım. 51.869 TL tutarındaki bu ürünü kredi kartıyla ödedim ve ürün 04.12.2025 tarihinde İstanbul Beşiktaş adresime Aras Kargo tarafından teslim edildi. Ben evde yokken annem kargoyu teslim alıp kutuyu açmış ve paketin içinden telefon yerinepowerbankçıktığını görmüş. Ne yazık ki kutu açılırken herhangi bir video kaydı alınmamış.Durumu fark eder etmez Hepsiburada üzerinden talep oluşturarak yaşadığım mağduriyeti bildirdim ancak talebim olumsuz sonuçlandı. Teknosa tarafı, ürünü paketlerken videolarının olduğunu ve ürünü kendilerinden sorunsuz çıktığını, yani kendilerinden kaynaklı bir sorun olmadığını iletti. Aras Kargo ise yine kendilerinden kaynaklanan bir problem olmadığını söyleyerek sorumluluk almadı.Bunun üzerine durumu yüz yüze anlatmak için Aras Kargo acentasına gittim. Orada çalışan bir hanımefendi, yaklaşık bir ay önce yine Teknosa’dan alınan bir cep telefonu gönderisinde benzer bir durum yaşandığını, telefon yerine powerbank çıktığını ve sorunun Aras’tan değil Teknosa’dan kaynaklanabileceğini ifade etti. Bu bilgi üzerine Teknosa genel merkezine giderek durumu anlattım. Şu an dosyanın incelemede olduğu söyleniyor ancak görüşmelerde “Bizde böyle bir şey kesinlikle olmaz” şeklinde bir yaklaşım sergilendi. Ayrıca Aras Kargo acentasındaki çalışan kişinin bahsettiği, yine Teknosa’dan alınan telefon yerine powerbank çıkan benzer şikayetin kendilerine hiç ulaşmadığını söylediler. Bu durumda ya Aras Kargo tarafı ya da Teknosa tarafı doğruyu söylemiyor gibi görünüyor.Elimde kutu açılış videosu olmaması nedeniyle ispat konusunda dezavantajlı olduğumu biliyorum ancak ben ürünü yasal yollardan, faturasını ödeyerek satın aldım ve 51.869 TL gibi çok yüksek bir bedel karşılığında telefon yerine powerbank ile baş başa bırakıldım. Hem maddi hem manevi olarak ciddi mağduriyet yaşıyorum.Telefon bedelimin iadesi ya da sipariş ettiğim Samsung s24 Ultra cep telefonunun eksiksiz ve sorunsuz şekilde tarafıma ulaştırılması konusunda gereğinin ivedilikle yapılmasını, sorumluların tespit edilerek bu mağduriyetimin giderilmesini talep ediyorum.",https://www.sikayetvar.com/teknosa/samsung-s24-ultra-yerine-powerbank-gelen-musteri-magduriyeti
Telefon,03124307662Kendilerini Elektrikle İlgili Anket Yapan Bir Birim Gibi Tanıttılar,"Ankara’da ikamet ediyorum. “r Mekanik Tesisat” şeklinde başlayan bir şirket adına, 0312 430 76 62 numaralı hattan bugün hem eşimin hem de benim cep telefonlarımız arandı. Eşimi saat 12.15’te, beni ise 17.56’da aradılar ve kendilerini elektrikle ilgili anket yapan bir birim gibi tanıttılar.Görüşme sırasında elektrikle ilgili aydınlatmalardan memnun olup olmadığımızı, elektrik kesintisi yaşayıp yaşamadığımızı, hangi firmaya ödeme yaptığımızı sordular ve konuşma boyunca “Lütfen telefonu kapatmayın, yaklaşık 3 dakika kadar zamanınıza ihtiyacımız var” şeklinde ifadeler kullandılar. Eşim görüşme esnasında yalnızca adını ve soyadını paylaşmış, bunun dışında herhangi bir bilgi verilmemiştir.Daha sonra internette yaptığım kısa bir araştırmada aynı numara hakkında benzer şikayetlerin olduğunu gördüm. Bu tür aramalarda verilen cevapların kayıt altına alınıp kötü amaçlarla kullanılabileceğini, hile faaliyetlerinde değerlendirilebileceğini biliyorum. Bu nedenle hem kendi adıma ve eşim adına herhangi bir sorumluluk kabul etmediğimi, hem de aynı şekilde aranabilecek diğer vatandaşlar için de şikayetçi olduğumu özellikle belirtmek istiyorum.Söz konusu 0312 430 76 62 numaralı hattın ve “r Mekanik Tesisat” ismiyle arama yapan kişi veya kişilerin yetkili devlet kurumları tarafından detaylı şekilde araştırılmasını, eğer bu numara hile veya benzeri hukuka aykırı bir amaçla kullanılıyorsa, gerekli önlemlerin alınmasını ve bizimle birlikte diğer vatandaşların da zarar görmemesi için gerekli tedbirlerin uygulanmasını talep ediyorum.",https://www.sikayetvar.com/03124307662/03124307662-kendilerini-elektrikle-ilgili-anket-yapan-bir-birim-gibi-tanittilar
